x,y,z,r,g,b
1.7549897729132589,2.454604321520114,12.155990766905402,0.5147569444444444,0.5147569444444444,0.5147569444444444
12.61960280873821,0.7488836154424015,28.70571237737707,0.3745659722222222,0.3745659722222222,0.3745659722222222
2.8984587460859035,2.06527697166411,17.763289636453496,0.4934895833333333,0.4934895833333333,0.4934895833333333
0.39740177213380984,2.2723831554831104,14.587040167487098,0.46137152777777773,0.46137152777777773,0.46137152777777773
2.324354731348334,2.270880084205102,15.465139869325135,0.45572916666666663,0.45572916666666663,0.45572916666666663
4.578840116218127,2.347353325402343,15.715926747522396,0.42230902777777773,0.42230902777777773,0.42230902777777773
1.6415369020703012,2.2612371247475194,15.29673203073915,0.5334201388888888,0.5334201388888888,0.5334201388888888
8.799405561741295,2.0481648252378597,24.227459541164617,0.3120659722222222,0.3120659722222222,0.3120659722222222
-1.1903547850874643,2.3778188360614894,16.27520330067244,0.4136284722222222,0.4136284722222222,0.4136284722222222
5.573980189825492,2.0329699172108096,20.5353671224291,0.41840277777777773,0.41840277777777773,0.41840277777777773
-4.367119774089374,2.688026028907049,19.080661156512665,0.46875,0.46875,0.46875
7.021769290129228,1.802217321275087,26.444292971067192,0.4314236111111111,0.4314236111111111,0.4314236111111111
1.5909858627410867,2.479908412894101,11.266713053851232,0.4934895833333333,0.4934895833333333,0.4934895833333333
-0.04932277012393399,2.3849378065653015,13.29284703352887,0.4118923611111111,0.4118923611111111,0.4118923611111111
1.224830467908731,2.1475507677942964,11.645709966518643,0.5060763888888888,0.5060763888888888,0.5060763888888888
11.877166845469098,-1.8412928480646593,21.398731358486756,0.3016493055555555,0.3016493055555555,0.3016493055555555
0.40271105156140535,2.2559082665546275,15.21659818026612,0.45920138888888884,0.45920138888888884,0.45920138888888884
13.165679077586532,-0.4888368683756869,21.976439220783302,0.30078125,0.30078125,0.30078125
3.793153046909444,2.4465158706312087,12.922849928112601,0.39670138888888884,0.39670138888888884,0.39670138888888884
6.170885907499262,2.130592457097777,21.342400405525513,0.45182291666666663,0.45182291666666663,0.45182291666666663
4.304380411196389,2.1794002617703105,17.272411756693185,0.4544270833333333,0.4544270833333333,0.4544270833333333
4.010591293455435,2.374102708021264,11.86536770232185,0.4149305555555555,0.4149305555555555,0.4149305555555555
12.504044807624982,0.5234683225193828,22.57983039794889,0.35807291666666663,0.35807291666666663,0.35807291666666663
12.35395473982564,0.5596257684459193,18.25504336359151,0.34027777777777773,0.34027777777777773,0.34027777777777773
11.072451946245415,-0.41398768390035207,22.63383675428619,0.3376736111111111,0.3376736111111111,0.3376736111111111
